year,month,date,carrier,carrier_name,type,n_flights
2013,4,2013-04,DL,Delta Air Lines Inc.,Delayed,63
2013,4,2013-04,F9,Frontier Airlines Inc.,On Time,60
2013,4,2013-04,F9,Frontier Airlines Inc.,Delayed,36
2013,4,2013-04,HA,Hawaiian Airlines Inc.,On Time,26
2013,4,2013-04,HA,Hawaiian Airlines Inc.,Delayed,4
2013,4,2013-04,MQ,American Eagle Airlines Inc.,On Time,62
2013,4,2013-04,MQ,American Eagle Airlines Inc.,Delayed,22
2013,4,2013-04,OO,SkyWest Airlines Inc.,On Time,753
2013,4,2013-04,OO,SkyWest Airlines Inc.,Delayed,143
2013,4,2013-04,UA,United Air Lines Inc.,On Time,514
2013,4,2013-04,UA,United Air Lines Inc.,Delayed,161
2013,4,2013-04,US,US Airways Inc.,On Time,254
2013,4,2013-04,US,US Airways Inc.,Delayed,80
2013,4,2013-04,VX,Virgin America,On Time,125
2013,4,2013-04,VX,Virgin America,Delayed,19
2013,4,2013-04,WN,Southwest Airlines Co.,On Time,2116
2013,4,2013-04,WN,Southwest Airlines Co.,Delayed,591
2013,5,2013-05,AA,American Airlines Inc.,On Time,322
2013,5,2013-05,AA,American Airlines Inc.,Delayed,105
2013,5,2013-05,AS,Alaska Airlines Inc.,On Time,416
2013,5,2013-05,AS,Alaska Airlines Inc.,Delayed,25
2013,5,2013-05,B6,JetBlue Airways,On Time,103
2013,5,2013-05,B6,JetBlue Airways,Delayed,12
2013,5,2013-05,DL,Delta Air Lines Inc.,On Time,470
2013,5,2013-05,DL,Delta Air Lines Inc.,Delayed,49
2013,5,2013-05,F9,Frontier Airlines Inc.,On Time,79
2013,5,2013-05,F9,Frontier Airlines Inc.,Delayed,31
2013,5,2013-05,HA,Hawaiian Airlines Inc.,On Time,26
2013,5,2013-05,HA,Hawaiian Airlines Inc.,Delayed,5
2013,5,2013-05,MQ,American Eagle Airlines Inc.,On Time,64
2013,5,2013-05,MQ,American Eagle Airlines Inc.,Delayed,25
2013,5,2013-05,OO,SkyWest Airlines Inc.,On Time,754
2013,5,2013-05,OO,SkyWest Airlines Inc.,Delayed,99
2013,5,2013-05,UA,United Air Lines Inc.,On Time,622
2013,5,2013-05,UA,United Air Lines Inc.,Delayed,111
2013,5,2013-05,US,US Airways Inc.,On Time,290
2013,5,2013-05,US,US Airways Inc.,Delayed,70
2013,5,2013-05,VX,Virgin America,On Time,129
2013,5,2013-05,VX,Virgin America,Delayed,17
2013,5,2013-05,WN,Southwest Airlines Co.,On Time,2321
2013,5,2013-05,WN,Southwest Airlines Co.,Delayed,467
2013,6,2013-06,AA,American Airlines Inc.,On Time,274
2013,6,2013-06,AA,American Airlines Inc.,Delayed,163
2013,6,2013-06,AS,Alaska Airlines Inc.,On Time,459
2013,6,2013-06,AS,Alaska Airlines Inc.,Delayed,59
2013,6,2013-06,B6,JetBlue Airways,On Time,82
2013,6,2013-06,B6,JetBlue Airways,Delayed,33
2013,6,2013-06,DL,Delta Air Lines Inc.,On Time,455
2013,6,2013-06,DL,Delta Air Lines Inc.,Delayed,124
2013,6,2013-06,F9,Frontier Airlines Inc.,On Time,90
2013,6,2013-06,F9,Frontier Airlines Inc.,Delayed,30
2013,6,2013-06,HA,Hawaiian Airlines Inc.,On Time,30
2013,6,2013-06,HA,Hawaiian Airlines Inc.,Delayed,0
2013,6,2013-06,MQ,American Eagle Airlines Inc.,On Time,58
2013,6,2013-06,MQ,American Eagle Airlines Inc.,Delayed,31
2013,6,2013-06,OO,SkyWest Airlines Inc.,On Time,723
2013,6,2013-06,OO,SkyWest Airlines Inc.,Delayed,175
2013,6,2013-06,UA,United Air Lines Inc.,On Time,522
2013,6,2013-06,UA,United Air Lines Inc.,Delayed,215
2013,6,2013-06,US,US Airways Inc.,On Time,240
2013,6,2013-06,US,US Airways Inc.,Delayed,126
2013,6,2013-06,VX,Virgin America,On Time,105
2013,6,2013-06,VX,Virgin America,Delayed,35
2013,6,2013-06,WN,Southwest Airlines Co.,On Time,2032
2013,6,2013-06,WN,Southwest Airlines Co.,Delayed,702
2013,7,2013-07,AA,American Airlines Inc.,On Time,341
2013,7,2013-07,AA,American Airlines Inc.,Delayed,120
2013,7,2013-07,AS,Alaska Airlines Inc.,On Time,434
2013,7,2013-07,AS,Alaska Airlines Inc.,Delayed,132
2013,7,2013-07,B6,JetBlue Airways,On Time,94
2013,7,2013-07,B6,JetBlue Airways,Delayed,29
2013,7,2013-07,DL,Delta Air Lines Inc.,On Time,492
2013,7,2013-07,DL,Delta Air Lines Inc.,Delayed,129
2013,7,2013-07,F9,Frontier Airlines Inc.,On Time,66
2013,7,2013-07,F9,Frontier Airlines Inc.,Delayed,36
2013,7,2013-07,HA,Hawaiian Airlines Inc.,On Time,29
2013,7,2013-07,HA,Hawaiian Airlines Inc.,Delayed,2
2013,7,2013-07,MQ,American Eagle Airlines Inc.,On Time,73
2013,7,2013-07,MQ,American Eagle Airlines Inc.,Delayed,17
2013,7,2013-07,OO,SkyWest Airlines Inc.,On Time,720
2013,7,2013-07,OO,SkyWest Airlines Inc.,Delayed,153
2013,7,2013-07,UA,United Air Lines Inc.,On Time,613
2013,7,2013-07,UA,United Air Lines Inc.,Delayed,194
2013,7,2013-07,US,US Airways Inc.,On Time,312
2013,7,2013-07,US,US Airways Inc.,Delayed,78
2013,7,2013-07,VX,Virgin America,On Time,106
2013,7,2013-07,VX,Virgin America,Delayed,37
2013,7,2013-07,WN,Southwest Airlines Co.,On Time,2225
2013,7,2013-07,WN,Southwest Airlines Co.,Delayed,583
2013,8,2013-08,AA,American Airlines Inc.,On Time,367
2013,8,2013-08,AA,American Airlines Inc.,Delayed,96
2013,8,2013-08,AS,Alaska Airlines Inc.,On Time,461
2013,8,2013-08,AS,Alaska Airlines Inc.,Delayed,82
2013,8,2013-08,B6,JetBlue Airways,On Time,81
2013,8,2013-08,B6,JetBlue Airways,Delayed,43
2013,8,2013-08,DL,Delta Air Lines Inc.,On Time,505
2013,8,2013-08,DL,Delta Air Lines Inc.,Delayed,79
2013,8,2013-08,F9,Frontier Airlines Inc.,On Time,82
2013,8,2013-08,F9,Frontier Airlines Inc.,Delayed,38
2013,8,2013-08,HA,Hawaiian Airlines Inc.,On Time,28
2013,8,2013-08,HA,Hawaiian Airlines Inc.,Delayed,3
2013,8,2013-08,MQ,American Eagle Airlines Inc.,On Time,78
2013,8,2013-08,MQ,American Eagle Airlines Inc.,Delayed,12
2013,8,2013-08,OO,SkyWest Airlines Inc.,On Time,693
2013,8,2013-08,OO,SkyWest Airlines Inc.,Delayed,137
2013,8,2013-08,UA,United Air Lines Inc.,On Time,670
2013,8,2013-08,UA,United Air Lines Inc.,Delayed,154
2013,8,2013-08,US,US Airways Inc.,On Time,304
2013,8,2013-08,US,US Airways Inc.,Delayed,75
2013,8,2013-08,VX,Virgin America,On Time,122
2013,8,2013-08,VX,Virgin America,Delayed,22
2013,8,2013-08,WN,Southwest Airlines Co.,On Time,1970
2013,8,2013-08,WN,Southwest Airlines Co.,Delayed,748
2013,9,2013-09,AA,American Airlines Inc.,On Time,367
2013,9,2013-09,AA,American Airlines Inc.,Delayed,73
2013,9,2013-09,AS,Alaska Airlines Inc.,On Time,401
2013,9,2013-09,AS,Alaska Airlines Inc.,Delayed,55
2013,9,2013-09,B6,JetBlue Airways,On Time,96
2013,9,2013-09,B6,JetBlue Airways,Delayed,15
2013,9,2013-09,DL,Delta Air Lines Inc.,On Time,429
2013,9,2013-09,DL,Delta Air Lines Inc.,Delayed,44
2013,9,2013-09,F9,Frontier Airlines Inc.,On Time,86
2013,9,2013-09,F9,Frontier Airlines Inc.,Delayed,34
2013,9,2013-09,HA,Hawaiian Airlines Inc.,On Time,28
2013,9,2013-09,HA,Hawaiian Airlines Inc.,Delayed,2
2013,9,2013-09,MQ,American Eagle Airlines Inc.,On Time,78
2013,9,2013-09,MQ,American Eagle Airlines Inc.,Delayed,3
2013,9,2013-09,OO,SkyWest Airlines Inc.,On Time,596
2013,9,2013-09,OO,SkyWest Airlines Inc.,Delayed,103
2013,9,2013-09,UA,United Air Lines Inc.,On Time,661
2013,9,2013-09,UA,United Air Lines Inc.,Delayed,99
2013,9,2013-09,US,US Airways Inc.,On Time,285
2013,9,2013-09,US,US Airways Inc.,Delayed,25
2013,9,2013-09,VX,Virgin America,On Time,119
2013,9,2013-09,VX,Virgin America,Delayed,13
2013,9,2013-09,WN,Southwest Airlines Co.,On Time,1849
2013,9,2013-09,WN,Southwest Airlines Co.,Delayed,705
2013,10,2013-10,AA,American Airlines Inc.,On Time,309
2013,10,2013-10,AA,American Airlines Inc.,Delayed,148
2013,10,2013-10,AS,Alaska Airlines Inc.,On Time,420
2013,10,2013-10,AS,Alaska Airlines Inc.,Delayed,41
2013,10,2013-10,B6,JetBlue Airways,On Time,94
2013,10,2013-10,B6,JetBlue Airways,Delayed,23
2013,10,2013-10,DL,Delta Air Lines Inc.,On Time,441
2013,10,2013-10,DL,Delta Air Lines Inc.,Delayed,55
2013,10,2013-10,F9,Frontier Airlines Inc.,On Time,98
2013,10,2013-10,F9,Frontier Airlines Inc.,Delayed,24
2013,10,2013-10,HA,Hawaiian Airlines Inc.,On Time,29
2013,10,2013-10,HA,Hawaiian Airlines Inc.,Delayed,2
2013,10,2013-10,MQ,American Eagle Airlines Inc.,On Time,70
2013,10,2013-10,MQ,American Eagle Airlines Inc.,Delayed,13
2013,10,2013-10,OO,SkyWest Airlines Inc.,On Time,628
2013,10,2013-10,OO,SkyWest Airlines Inc.,Delayed,98
2013,10,2013-10,UA,United Air Lines Inc.,On Time,640
2013,10,2013-10,UA,United Air Lines Inc.,Delayed,142
2013,10,2013-10,US,US Airways Inc.,On Time,272
2013,10,2013-10,US,US Airways Inc.,Delayed,60
2013,10,2013-10,VX,Virgin America,On Time,135
2013,10,2013-10,VX,Virgin America,Delayed,8
2013,10,2013-10,WN,Southwest Airlines Co.,On Time,2015
2013,10,2013-10,WN,Southwest Airlines Co.,Delayed,618
2013,11,2013-11,AA,American Airlines Inc.,On Time,303
2013,11,2013-11,AA,American Airlines Inc.,Delayed,129
2013,11,2013-11,AS,Alaska Airlines Inc.,On Time,380
2013,11,2013-11,AS,Alaska Airlines Inc.,Delayed,43
2013,11,2013-11,B6,JetBlue Airways,On Time,90
2013,11,2013-11,B6,JetBlue Airways,Delayed,17
2013,11,2013-11,DL,Delta Air Lines Inc.,On Time,396
2013,11,2013-11,DL,Delta Air Lines Inc.,Delayed,61
2013,11,2013-11,F9,Frontier Airlines Inc.,On Time,89
2013,11,2013-11,F9,Frontier Airlines Inc.,Delayed,27
2013,11,2013-11,HA,Hawaiian Airlines Inc.,On Time,28
2013,11,2013-11,HA,Hawaiian Airlines Inc.,Delayed,2
2013,11,2013-11,MQ,American Eagle Airlines Inc.,On Time,79
2013,11,2013-11,MQ,American Eagle Airlines Inc.,Delayed,13
2013,11,2013-11,OO,SkyWest Airlines Inc.,On Time,622
2013,11,2013-11,OO,SkyWest Airlines Inc.,Delayed,95
2013,11,2013-11,UA,United Air Lines Inc.,On Time,615
2013,11,2013-11,UA,United Air Lines Inc.,Delayed,110
2013,11,2013-11,US,US Airways Inc.,On Time,264
2013,11,2013-11,US,US Airways Inc.,Delayed,38
2013,11,2013-11,VX,Virgin America,On Time,123
2013,11,2013-11,VX,Virgin America,Delayed,16
2013,11,2013-11,WN,Southwest Airlines Co.,On Time,2017
2013,11,2013-11,WN,Southwest Airlines Co.,Delayed,472
2013,12,2013-12,AA,American Airlines Inc.,On Time,308
2013,12,2013-12,AA,American Airlines Inc.,Delayed,140
2013,12,2013-12,AS,Alaska Airlines Inc.,On Time,387
2013,12,2013-12,AS,Alaska Airlines Inc.,Delayed,47
2013,12,2013-12,B6,JetBlue Airways,On Time,58
2013,12,2013-12,B6,JetBlue Airways,Delayed,52
2013,12,2013-12,DL,Delta Air Lines Inc.,On Time,359
2013,12,2013-12,DL,Delta Air Lines Inc.,Delayed,91
2013,12,2013-12,F9,Frontier Airlines Inc.,On Time,76
2013,12,2013-12,F9,Frontier Airlines Inc.,Delayed,39
2013,12,2013-12,HA,Hawaiian Airlines Inc.,On Time,24
2013,12,2013-12,HA,Hawaiian Airlines Inc.,Delayed,7
2013,12,2013-12,MQ,American Eagle Airlines Inc.,On Time,76
2013,12,2013-12,MQ,American Eagle Airlines Inc.,Delayed,39
2013,12,2013-12,OO,SkyWest Airlines Inc.,On Time,596
2013,12,2013-12,OO,SkyWest Airlines Inc.,Delayed,145
2013,12,2013-12,UA,United Air Lines Inc.,On Time,552
2013,12,2013-12,UA,United Air Lines Inc.,Delayed,163
2013,12,2013-12,US,US Airways Inc.,On Time,261
2013,12,2013-12,US,US Airways Inc.,Delayed,54
2013,12,2013-12,VX,Virgin America,On Time,137
2013,12,2013-12,VX,Virgin America,Delayed,8
2013,12,2013-12,WN,Southwest Airlines Co.,On Time,1658
2013,12,2013-12,WN,Southwest Airlines Co.,Delayed,966
2014,1,2014-01,AA,American Airlines Inc.,On Time,322
2014,1,2014-01,AA,American Airlines Inc.,Delayed,131
2014,1,2014-01,AS,Alaska Airlines Inc.,On Time,376
2014,1,2014-01,AS,Alaska Airlines Inc.,Delayed,49
2014,1,2014-01,B6,JetBlue Airways,On Time,76
2014,1,2014-01,B6,JetBlue Airways,Delayed,24
2014,1,2014-01,DL,Delta Air Lines Inc.,On Time,331
2014,1,2014-01,DL,Delta Air Lines Inc.,Delayed,106
2014,1,2014-01,F9,Frontier Airlines Inc.,On Time,75
2014,1,2014-01,F9,Frontier Airlines Inc.,Delayed,42
2014,1,2014-01,HA,Hawaiian Airlines Inc.,On Time,30
2014,1,2014-01,HA,Hawaiian Airlines Inc.,Delayed,1
2014,1,2014-01,MQ,American Eagle Airlines Inc.,On Time,102
2014,1,2014-01,MQ,American Eagle Airlines Inc.,Delayed,38
2014,1,2014-01,OO,SkyWest Airlines Inc.,On Time,558
2014,1,2014-01,OO,SkyWest Airlines Inc.,Delayed,144
2014,1,2014-01,UA,United Air Lines Inc.,On Time,544
2014,1,2014-01,UA,United Air Lines Inc.,Delayed,195
2014,1,2014-01,US,US Airways Inc.,On Time,275
2014,1,2014-01,US,US Airways Inc.,Delayed,63
2014,1,2014-01,VX,Virgin America,On Time,130
2014,1,2014-01,VX,Virgin America,Delayed,13
2014,1,2014-01,WN,Southwest Airlines Co.,On Time,1701
2014,1,2014-01,WN,Southwest Airlines Co.,Delayed,760
2014,2,2014-02,AA,American Airlines Inc.,On Time,291
2014,2,2014-02,AA,American Airlines Inc.,Delayed,117
2014,2,2014-02,AS,Alaska Airlines Inc.,On Time,327
2014,2,2014-02,AS,Alaska Airlines Inc.,Delayed,53
2014,2,2014-02,B6,JetBlue Airways,On Time,46
2014,2,2014-02,B6,JetBlue Airways,Delayed,52
2014,2,2014-02,DL,Delta Air Lines Inc.,On Time,322
2014,2,2014-02,DL,Delta Air Lines Inc.,Delayed,77
2014,2,2014-02,F9,Frontier Airlines Inc.,On Time,56
2014,2,2014-02,F9,Frontier Airlines Inc.,Delayed,49
2014,2,2014-02,HA,Hawaiian Airlines Inc.,On Time,28
2014,2,2014-02,HA,Hawaiian Airlines Inc.,Delayed,0
2014,2,2014-02,MQ,American Eagle Airlines Inc.,On Time,98
2014,2,2014-02,MQ,American Eagle Airlines Inc.,Delayed,34
2014,2,2014-02,OO,SkyWest Airlines Inc.,On Time,488
2014,2,2014-02,OO,SkyWest Airlines Inc.,Delayed,137
2014,2,2014-02,UA,United Air Lines Inc.,On Time,437
2014,2,2014-02,UA,United Air Lines Inc.,Delayed,198
2014,2,2014-02,US,US Airways Inc.,On Time,211
2014,2,2014-02,US,US Airways Inc.,Delayed,73
2014,2,2014-02,VX,Virgin America,On Time,102
2014,2,2014-02,VX,Virgin America,Delayed,22
2014,2,2014-02,WN,Southwest Airlines Co.,On Time,1564
2014,2,2014-02,WN,Southwest Airlines Co.,Delayed,703
2014,3,2014-03,AA,American Airlines Inc.,On Time,353
2014,3,2014-03,AA,American Airlines Inc.,Delayed,98
2014,3,2014-03,AS,Alaska Airlines Inc.,On Time,414
2014,3,2014-03,AS,Alaska Airlines Inc.,Delayed,32
2014,3,2014-03,B6,JetBlue Airways,On Time,84
2014,3,2014-03,B6,JetBlue Airways,Delayed,31
2014,3,2014-03,DL,Delta Air Lines Inc.,On Time,464
2014,3,2014-03,DL,Delta Air Lines Inc.,Delayed,71
2014,3,2014-03,F9,Frontier Airlines Inc.,On Time,92
2014,3,2014-03,F9,Frontier Airlines Inc.,Delayed,32
2014,3,2014-03,MQ,American Eagle Airlines Inc.,On Time,71
2014,3,2014-03,MQ,American Eagle Airlines Inc.,Delayed,23
2014,3,2014-03,OO,SkyWest Airlines Inc.,On Time,681
2014,3,2014-03,OO,SkyWest Airlines Inc.,Delayed,158
2014,3,2014-03,HA,Hawaiian Airlines Inc.,On Time,28
2014,3,2014-03,HA,Hawaiian Airlines Inc.,Delayed,3
2014,3,2014-03,UA,United Air Lines Inc.,On Time,525
2014,3,2014-03,UA,United Air Lines Inc.,Delayed,140
2014,3,2014-03,US,US Airways Inc.,On Time,282
2014,3,2014-03,US,US Airways Inc.,Delayed,46
2014,3,2014-03,VX,Virgin America,On Time,116
2014,3,2014-03,VX,Virgin America,Delayed,19
2014,3,2014-03,WN,Southwest Airlines Co.,On Time,1994
2014,3,2014-03,WN,Southwest Airlines Co.,Delayed,673
2014,4,2014-04,AA,American Airlines Inc.,On Time,352
2014,4,2014-04,AA,American Airlines Inc.,Delayed,85
2014,4,2014-04,AS,Alaska Airlines Inc.,On Time,399
2014,4,2014-04,AS,Alaska Airlines Inc.,Delayed,38
2014,4,2014-04,B6,JetBlue Airways,On Time,88
2014,4,2014-04,B6,JetBlue Airways,Delayed,24
2014,4,2014-04,DL,Delta Air Lines Inc.,On Time,430
2014,4,2014-04,DL,Delta Air Lines Inc.,Delayed,71
2014,4,2014-04,F9,Frontier Airlines Inc.,On Time,91
2014,4,2014-04,F9,Frontier Airlines Inc.,Delayed,28
2014,4,2014-04,HA,Hawaiian Airlines Inc.,On Time,28
2014,4,2014-04,HA,Hawaiian Airlines Inc.,Delayed,2
2014,4,2014-04,MQ,Envoy Air,On Time,61
2014,4,2014-04,MQ,Envoy Air,Delayed,15
2014,4,2014-04,OO,SkyWest Airlines Inc.,On Time,604
2014,4,2014-04,OO,SkyWest Airlines Inc.,Delayed,118
2014,4,2014-04,UA,United Air Lines Inc.,On Time,586
2014,4,2014-04,UA,United Air Lines Inc.,Delayed,89
2014,4,2014-04,US,US Airways Inc.,On Time,254
2014,4,2014-04,US,US Airways Inc.,Delayed,53
2014,4,2014-04,VX,Virgin America,On Time,124
2014,4,2014-04,VX,Virgin America,Delayed,10
2014,4,2014-04,WN,Southwest Airlines Co.,On Time,1946
2014,4,2014-04,WN,Southwest Airlines Co.,Delayed,759
2014,5,2014-05,AA,American Airlines Inc.,On Time,354
2014,5,2014-05,AA,American Airlines Inc.,Delayed,101
2014,5,2014-05,AS,Alaska Airlines Inc.,On Time,427
2014,5,2014-05,AS,Alaska Airlines Inc.,Delayed,30
2014,5,2014-05,B6,JetBlue Airways,On Time,92
2014,5,2014-05,B6,JetBlue Airways,Delayed,22
2014,5,2014-05,DL,Delta Air Lines Inc.,On Time,424
2014,5,2014-05,DL,Delta Air Lines Inc.,Delayed,55
2014,5,2014-05,F9,Frontier Airlines Inc.,On Time,100
2014,5,2014-05,F9,Frontier Airlines Inc.,Delayed,25
2014,5,2014-05,HA,Hawaiian Airlines Inc.,On Time,30
2014,5,2014-05,HA,Hawaiian Airlines Inc.,Delayed,1
2014,5,2014-05,MQ,Envoy Air,On Time,38
2014,5,2014-05,MQ,Envoy Air,Delayed,4
2014,5,2014-05,OO,SkyWest Airlines Inc.,On Time,682
2014,5,2014-05,OO,SkyWest Airlines Inc.,Delayed,108
2014,5,2014-05,UA,United Air Lines Inc.,On Time,581
2014,5,2014-05,UA,United Air Lines Inc.,Delayed,138
2014,5,2014-05,US,US Airways Inc.,On Time,270
2014,5,2014-05,US,US Airways Inc.,Delayed,64
2014,5,2014-05,VX,Virgin America,On Time,125
2014,5,2014-05,VX,Virgin America,Delayed,19
2014,5,2014-05,WN,Southwest Airlines Co.,On Time,1985
2014,5,2014-05,WN,Southwest Airlines Co.,Delayed,775
2014,6,2014-06,AA,American Airlines Inc.,On Time,292
2014,6,2014-06,AA,American Airlines Inc.,Delayed,194
2014,6,2014-06,AS,Alaska Airlines Inc.,On Time,470
2014,6,2014-06,AS,Alaska Airlines Inc.,Delayed,29
2014,6,2014-06,B6,JetBlue Airways,On Time,89
2014,6,2014-06,B6,JetBlue Airways,Delayed,27
2014,6,2014-06,DL,Delta Air Lines Inc.,On Time,459
2014,6,2014-06,DL,Delta Air Lines Inc.,Delayed,87
2014,6,2014-06,F9,Frontier Airlines Inc.,On Time,86
2014,6,2014-06,F9,Frontier Airlines Inc.,Delayed,30
2014,6,2014-06,HA,Hawaiian Airlines Inc.,On Time,30
2014,6,2014-06,HA,Hawaiian Airlines Inc.,Delayed,0
2014,6,2014-06,MQ,Envoy Air,On Time,8
2014,6,2014-06,MQ,Envoy Air,Delayed,2
2014,6,2014-06,OO,SkyWest Airlines Inc.,On Time,750
2014,6,2014-06,OO,SkyWest Airlines Inc.,Delayed,112
2014,6,2014-06,UA,United Air Lines Inc.,On Time,508
2014,6,2014-06,UA,United Air Lines Inc.,Delayed,221
2014,6,2014-06,US,US Airways Inc.,On Time,229
2014,6,2014-06,US,US Airways Inc.,Delayed,96
2014,6,2014-06,VX,Virgin America,On Time,128
2014,6,2014-06,VX,Virgin America,Delayed,13
2014,6,2014-06,WN,Southwest Airlines Co.,On Time,1914
2014,6,2014-06,WN,Southwest Airlines Co.,Delayed,968
2014,7,2014-07,AA,American Airlines Inc.,On Time,368
2014,7,2014-07,AA,American Airlines Inc.,Delayed,150
2014,7,2014-07,AS,Alaska Airlines Inc.,On Time,471
2014,7,2014-07,AS,Alaska Airlines Inc.,Delayed,64
2014,7,2014-07,B6,JetBlue Airways,On Time,85
2014,7,2014-07,B6,JetBlue Airways,Delayed,38
2014,7,2014-07,DL,Delta Air Lines Inc.,On Time,565
2014,7,2014-07,DL,Delta Air Lines Inc.,Delayed,69
2014,7,2014-07,F9,Frontier Airlines Inc.,On Time,105
2014,7,2014-07,F9,Frontier Airlines Inc.,Delayed,15
2014,7,2014-07,HA,Hawaiian Airlines Inc.,On Time,25
2014,7,2014-07,HA,Hawaiian Airlines Inc.,Delayed,6
2014,7,2014-07,OO,SkyWest Airlines Inc.,On Time,769
2014,7,2014-07,OO,SkyWest Airlines Inc.,Delayed,135
2014,7,2014-07,UA,United Air Lines Inc.,On Time,633
2014,7,2014-07,UA,United Air Lines Inc.,Delayed,187
2014,7,2014-07,US,US Airways Inc.,On Time,255
2014,7,2014-07,US,US Airways Inc.,Delayed,83
2014,7,2014-07,VX,Virgin America,On Time,130
2014,7,2014-07,VX,Virgin America,Delayed,16
2014,7,2014-07,WN,Southwest Airlines Co.,On Time,2129
2014,7,2014-07,WN,Southwest Airlines Co.,Delayed,895
2014,8,2014-08,AA,American Airlines Inc.,On Time,342
2014,8,2014-08,AA,American Airlines Inc.,Delayed,151
2014,8,2014-08,AS,Alaska Airlines Inc.,On Time,465
2014,8,2014-08,AS,Alaska Airlines Inc.,Delayed,50
2014,8,2014-08,B6,JetBlue Airways,On Time,101
2014,8,2014-08,B6,JetBlue Airways,Delayed,23
2014,8,2014-08,DL,Delta Air Lines Inc.,On Time,603
2014,8,2014-08,DL,Delta Air Lines Inc.,Delayed,96
2014,8,2014-08,F9,Frontier Airlines Inc.,On Time,95
2014,8,2014-08,F9,Frontier Airlines Inc.,Delayed,23
2014,8,2014-08,HA,Hawaiian Airlines Inc.,On Time,25
2014,8,2014-08,HA,Hawaiian Airlines Inc.,Delayed,6
2014,8,2014-08,OO,SkyWest Airlines Inc.,On Time,761
2014,8,2014-08,OO,SkyWest Airlines Inc.,Delayed,131
2014,8,2014-08,UA,United Air Lines Inc.,On Time,602
2014,8,2014-08,UA,United Air Lines Inc.,Delayed,146
2014,8,2014-08,US,US Airways Inc.,On Time,267
2014,8,2014-08,US,US Airways Inc.,Delayed,53
2014,8,2014-08,VX,Virgin America,On Time,126
2014,8,2014-08,VX,Virgin America,Delayed,16
2014,8,2014-08,WN,Southwest Airlines Co.,On Time,2190
2014,8,2014-08,WN,Southwest Airlines Co.,Delayed,656
2014,9,2014-09,AA,American Airlines Inc.,On Time,355
2014,9,2014-09,AA,American Airlines Inc.,Delayed,87
2014,9,2014-09,AS,Alaska Airlines Inc.,On Time,393
2014,9,2014-09,AS,Alaska Airlines Inc.,Delayed,52
2014,9,2014-09,B6,JetBlue Airways,On Time,97
2014,9,2014-09,B6,JetBlue Airways,Delayed,16
2014,9,2014-09,DL,Delta Air Lines Inc.,On Time,412
2014,9,2014-09,DL,Delta Air Lines Inc.,Delayed,79
2014,9,2014-09,F9,Frontier Airlines Inc.,On Time,98
2014,9,2014-09,F9,Frontier Airlines Inc.,Delayed,17
2014,9,2014-09,HA,Hawaiian Airlines Inc.,On Time,23
2014,9,2014-09,HA,Hawaiian Airlines Inc.,Delayed,7
2014,9,2014-09,OO,SkyWest Airlines Inc.,On Time,737
2014,9,2014-09,OO,SkyWest Airlines Inc.,Delayed,89
2014,9,2014-09,UA,United Air Lines Inc.,On Time,549
2014,9,2014-09,UA,United Air Lines Inc.,Delayed,112
2014,9,2014-09,US,US Airways Inc.,On Time,218
2014,9,2014-09,US,US Airways Inc.,Delayed,36
2014,9,2014-09,VX,Virgin America,On Time,123
2014,9,2014-09,VX,Virgin America,Delayed,17
2014,9,2014-09,WN,Southwest Airlines Co.,On Time,2277
2014,9,2014-09,WN,Southwest Airlines Co.,Delayed,434
2014,10,2014-10,AA,American Airlines Inc.,On Time,342
2014,10,2014-10,AA,American Airlines Inc.,Delayed,117
2014,10,2014-10,AS,Alaska Airlines Inc.,On Time,399
2014,10,2014-10,AS,Alaska Airlines Inc.,Delayed,62
2014,10,2014-10,B6,JetBlue Airways,On Time,107
2014,10,2014-10,B6,JetBlue Airways,Delayed,11
2014,10,2014-10,DL,Delta Air Lines Inc.,On Time,468
2014,10,2014-10,DL,Delta Air Lines Inc.,Delayed,55
2014,10,2014-10,F9,Frontier Airlines Inc.,On Time,119
2014,10,2014-10,F9,Frontier Airlines Inc.,Delayed,8
2014,10,2014-10,HA,Hawaiian Airlines Inc.,On Time,21
2014,10,2014-10,HA,Hawaiian Airlines Inc.,Delayed,10
2014,10,2014-10,OO,SkyWest Airlines Inc.,On Time,764
2014,10,2014-10,OO,SkyWest Airlines Inc.,Delayed,122
2014,10,2014-10,UA,United Air Lines Inc.,On Time,555
2014,10,2014-10,UA,United Air Lines Inc.,Delayed,136
2014,10,2014-10,US,US Airways Inc.,On Time,235
2014,10,2014-10,US,US Airways Inc.,Delayed,45
2014,10,2014-10,VX,Virgin America,On Time,117
2014,10,2014-10,VX,Virgin America,Delayed,25
2014,10,2014-10,WN,Southwest Airlines Co.,On Time,2399
2014,10,2014-10,WN,Southwest Airlines Co.,Delayed,411
2014,11,2014-11,AA,American Airlines Inc.,On Time,328
2014,11,2014-11,AA,American Airlines Inc.,Delayed,102
2014,11,2014-11,AS,Alaska Airlines Inc.,On Time,373
2014,11,2014-11,AS,Alaska Airlines Inc.,Delayed,51
2014,11,2014-11,B6,JetBlue Airways,On Time,99
2014,11,2014-11,B6,JetBlue Airways,Delayed,6
2014,11,2014-11,DL,Delta Air Lines Inc.,On Time,407
2014,11,2014-11,DL,Delta Air Lines Inc.,Delayed,57
2014,11,2014-11,F9,Frontier Airlines Inc.,On Time,84
2014,11,2014-11,F9,Frontier Airlines Inc.,Delayed,26
